,doctor_id,doctor_name,speciality_stream,experience_years,consultation_fees,locality,locality_latitude,locality_longitude,translated_practice_type,clinic_name,show_consultation_fees,summary,qualification_1,qualification_2,qualification_3,qualification_4,qualification_5,qualification_6,qualification_7,is_qualification_valid_in_country_1,is_qualification_valid_in_country_2,is_qualification_valid_in_country_3,is_qualification_valid_in_country_4,is_qualification_valid_in_country_5,is_qualification_valid_in_country_6,is_qualification_valid_in_country_7,college_1,college_2,college_3,college_4,college_5,college_6,college_7,completion_year_1,completion_year_2,completion_year_3,completion_year_4,completion_year_5,completion_year_6,completion_year_7,sub_specialty_1,sub_specialty_2,sub_specialty_3,sub_specialty_4,sub_specialty_5,sub_specialty_6,sub_specialty_7,sub_specialty_8,sub_specialty_9,sub_specialty_10,sub_specialty_11,sub_specialty_12,specialty_1,specialty_2,specialty_3,specialty_4,specialty_5,specialty_6,specialty_7,specialty_8,specialty_9,specialty_10,specialty_11,specialty_12,doctor_label_1,doctor_label_2,doctor_label_3,doctor_label_4,doctor_label_5,doctor_label_6,doctor_label_7,doctor_label_8,doctor_label_9,doctor_label_10,doctor_label_11,doctor_label_12,approved_1,approved_2,approved_3,approved_4,approved_5,approved_6,approved_7,approved_8,approved_9,approved_10,approved_11,approved_12
2532,571531,Dr. Tejaswini Patil,,12.0,500,Wakad,18.599667,73.76366,Clinic,IVF Nest Fertility Clinic,True,Dr. Tejaswini Patil is MBBS with More than 8 years in the field of Gynaecology/Obstetrics & Infertility. She practices at IVF Nest Infertility Clinic. This clinic is equipped with all the advanced facilities for Gynaec treatments. She does routine ultrasound examination related to Gynaec and Obs also. She has got full IVF/ICSI lab in IVFNest premises itself.,MDS - Oral & Maxillofacial Surgery , BDS,,,,,,True , True,,,,,,"Dr. D.Y. Patil Medical College and Hospital, Navi  Mumbai. "," Dr. D.Y. Patil Dental College  Hospital, Pune",,,,,,2015 , 2010,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2533,309583,Dr. Tejas Joshi,AYUSH,24.0,500,Navi Peth,18.50316,73.844315,Clinic,Oorja Homoeopathic Clinic,True,,BAMS,,,,,,,True,,,,,,,"SVNH Trust's Ayurved Mahavidyalaya, Rahuri",,,,,,,2008,,,,,,,Cardiologist,,,,,,,,,,,,Cardiologist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2534,340993,Dr. Sarika Rakshe,,9.0,300,Karve Nagar,18.49068,73.82478,Clinic,Dr. Sarika Rakshe's Clinic,True,,BHMS,,,,,,,True,,,,,,,Dr. JJ Magdum Homeopathic Medical College,,,,,,,2004,,,,,,,Pediatrician,,,,,,,,,,,,Pediatrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2535,267642,Dr. Vijay Panchanadikar,,30.0,600,Kothrud,18.509157,73.812546,Hospital,Krishna Hospital,True,,MBBS , DNB - Urology/Genito - Urinary Surgery , DNB - General Surgery,,,,,True , True , True,,,,,"Dr V M Medical College,Solapur ", National Board Of Examination ," National Board of Examination, India",,,,,2000 , 2008 , 2004,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2536,384973,Dr. Prashant Channey,,18.0,250,Pimple Gurav,18.58669,73.81311,Clinic,Pet Ozone Pet Clinic,True,,BHMS,,,,,,,True,,,,,,,"Antarbhartiy Ayurvedic College Dabha, Nagpur",,,,,,,2005,,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2537,641342,Dr. Chandanshive Paul   (Physiotherapist),Therapist,12.0,300,Market Yard,18.49351,73.87229,Clinic,DrPaul Physiotherapy Services,True,"Dr. Paul C is a renowned, highly qualified and skilled, Physiotherapy practitioner. He is the recipient of the Prestigious Significant Contribution Award from the Indian Association of Physiotherapy for his tireless contribution to the profession. Dr. Paul is among the very few Physiotherapists in India who is parallel license in India and USA. He has over a decade of experience in treating complicated physiotherapy conditions. He has been trained under elite faculties in India and abroad.",MBBS , Diploma in Otorhinolaryngology (DLO),,,,,,True , True,,,,,,Jagadguru Jayadeva Murugarajendra Medical College (JJMMC) ," JNMC, Belgaum",,,,,,2001 , 2004,,,,,,Pediatrician,,,,,,,,,,,,Pediatrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2538,228138,Dr. Sunil Bandishti,,19.0,700,Dhole Patil Road,18.5328,73.8764,Clinic,Dr.Bandishti Clinic - Dhole,True,"Dr. Sunil Bandishti is a Consulting Neurophysician in Pune, practising at the SB Institute of Neurology and Rehabilitation located on Dhole Patil Road. He is also attached to the Ruby Hall Clinic and Columbia Asia Hospital in Pune. In clinical practice since 1999, Dr. Bandishti has vast experience in all aspects of Neurology.

Dr. Sunil Bandishti completed his MBBS and MD from BJ Medical College in Pune. After a nine-month stint as Lecturer in Medicine at Bharati Medical College in Pune until March 1995, he moved to TN Medical College & BYL Nair Hospital in Mumbai. He was designated as Registrar in the Department of Neurology of this institution while he trained for the DM (Neurology) superspeciality degree, which he was awarded by Mumbai University in 1999. Dr. Bandishti simultaneously acquired the title of Diplomate of the National Board (DNB) in Neurology from the National Board of Examinations, New Delhi.

During his tenure at TN Medical College Dr. Bandishti taught postgraduate Neurology students in his role as Registrar, and was later designated as Lecturer in Neurology, from July 1998 to March 1999. He has presented papers at conferences of the Neurological Society of India and co-authored articles published in medical journals. Since 2001 Dr. Bandishti has participated as Principal Investigator in numerous clinical trials of drugs and treatments for various neurological ailments.",MBBS,,,,,,,True,,,,,,,Gazi Medical College,,,,,,,1970,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2539,456861,Dr. Amit Jayasingrao Nigade,,16.0,600,Shivajinagar,18.533546,73.847115,Hospital,Cloudnine Hospital - Shivaji Nagar,True,"Dr. Amit Nigade Is A Neonatologist Empanelled At The Cloudnine Hospital, Pune. He Is Well Versed In His Field Of Work  Completing A Series Of Specialization Like Fcps (child Health), Md (pediatrics), And Fellowship In Neonatology And Perinatology From Mcmaster University, Canada After His Graduation. Dr. Nigade Is  Well Versed With Newborn Problems And Immunization And Consult To Obstetricians, Pediatricians, And Family Physicians About Conditions Affecting Newborn Health.",MBBS,,,,,,,True,,,,,,,"All India Institute of Medical Sciences, New Delhi",,,,,,,2000,,,,,,,Psychiatrist,,,,,,,,,,,,Psychiatrist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2540,254118,Dr. Shreyansh Kapale,,13.0,400,Nagar Road,18.557562,73.90834,Hospital,Jeewan Jyot Hospital,True,"Dr. Shreyansh Kapale Multi-Institutional experience specialized in Arthroscopic surgery (minimally
invasive Joint surgeries) ,deformity correction, Traumatology, Joint Replacement, and Spine
Ailments working in one of the most renowned healthcare facilities around in east pune ,with 3
healthcare establishments of Jeewan Jyot Multi speciality medicare centres, Viman Nagar, Ramwadi
and Kharadi. A pleasant humorous person to interact with a non alarmist approach believes in
explanation of issues to the patient and make them aware of treatment alternatives available to them
with the most convenient course of action.
Dr. Shreyansh Kapale is the Director and HOD Orthopaedics dept in Jeewan Jyot Centres -
viman nagar, Ramwadi, Kharadi, Pune.
His vast experience in the field of orthopaedics has helped his patients from all age groups
to lead a healthy and active life. His work with polytrauma patients , grievously injured
patients has helped them return back in health and to their families and lead a normal life.

He has received many awards for his social commitment for surgically treating disabilities of
specially abled children to enable them lead a better life.
He is a member of Maharastra Medical Council and Indian Orthopaedic Association.
Dr. Shreyansh Kapale is also a Panel consultant at Sahyadri Hospital- nagar road ,
Columbia Asia hospital , Noble Hospital. ",MBBS , FCPS - Mid. & Gynae,,,,,,True , True,,,,,,"Maharashtra Universtity of Health Sciences, Nashik "," College of Physicians and Surgeons,Parel",,,,,,2007 , 2010,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2541,384562,Dr. Nutan Kapade,AYUSH,15.0,250,Pimple Saudagar,18.596182,73.80226,Clinic,Punarnavha Ayurvedic Chiktsalaya,True,"Dr. Nutan Kapade has got the experience of 12 years. She is the establisher of this “Sparsh"" Ayurvedic Chikitsalaya. Before starting clinic she has completed her degree from a legendary institution in Pune. Since then she is practicing pure Ayurveda at her owned clinic since 2005. She has rich experience in the field of Panchakarma, Lifestyle Disorders, Disease Management with Diet Consultation for all Chronic Diseases. She is personally monitoring panchakarma treatments done in the clinic. Her aim is to treat & cure patients with authenticity.
",BHMS , MS - Counselling and Psychotherapy,,,,,,True , True,,,,,,"Dhondumama Sathe Homeopathic Medical College, Pune. "," Dhondumama Sathe Homeopathic Medical College, Pune.",,,,,,2004 , 2008,,,,,,Glaucoma Specialist , Ophthalmologist/ Eye Surgeon,,,,,,,,,,,Ophthalmologist , Ophthalmologist,,,,,,,,,,,Doctor , Doctor,,,,,,,,,,,False , True,,,,,,,,,,
2542,507247,Dr. Anuradha Nair,,15.0,300,Dhanori,18.59454,73.89384,Clinic,Tattvam Clinic,True,,BDS,,,,,,,True,,,,,,,"Government Dental College & Hospital, Mumbai",,,,,,,1982,,,,,,,Pulmonologist,,,,,,,,,,,,Pulmonologist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2543,475263,Dr. Sana Mokashi,,8.0,0,Akurdi,18.651478,73.78133,Clinic,Dr. Mokashi's Dental Clinic,True,"Completed BDS from VSPM Dental college Nagpur.
Have rich experience of large number of patient handling at Central Railway hospital Nagpur.
Also experienced in private clinic practice.  ",MBBS , DGO,,,,,,True , True,,,,,,Jhalawar Medical College , Yashwantrao Chavan Maharashtra Open University Nashik,,,,,,2006 , 2009,,,,,,Pediatrician,,,,,,,,,,,,Pediatrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2544,572706,Dr. Deepak Tulpule,,27.0,500,Salunke Vihar,18.481228,73.905014,Clinic,Tulpule's Pet Care Clinic,True,"Dr. Deepak Tulpule is a Veterinary Surgeon and a Veterinary Physician in Salunke Vihar Road, Pune and has an experience of 23 years in this field. Dr. Deepak Tulpule practices at Tulpule’s Pet Care Clinic in Salunke Vihar Road and at Tulpule’s Pet Care Clinic ‘Manas’, Gulmohar Path, Off Law College Road. He has completed B.V.Sc & A.H from Bombay Veterinary College, Mumbai in 1989 and MVSC- Surgery from College of Veterinary and Animal Sciences, Trichur, Kerela in 1992. He is a member of Pet Practitioners Association of Mumbai and Pet Doctors Association of Pune.",MBBS,,,,,,,True,,,,,,,"Madras University, Chenai, India",,,,,,,1989,,,,,,,Gynecologist,,,,,,,,,,,,Gynecologist/Obstetrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2545,579683,Dr. Pranjal A. Bari,,9.0,200,Sinhagad Road,18.476837,73.822876,Clinic,BARI PHYSICIAN SPECIALITY & DENTAL CLINIC,True,"Dr. Pranjal A. Bari is a dentist and holds a Masters degree in Prosthodontics & Implantology. She has completed Fellowship in Oral Implantology by MUHS and certification in Oral Implantology by Nobel Biocare. Her area of expertise includes Dental Implants, Ceramic Crowns and Bridges, Smile Makeovers and Implant Retained Dentures. 
Dr. Bari has presented and published several research papers nationally as well as internationally. She has received numerous scholarships and honors during her meritorious academic career, including the Indian Dental Association Annual awards for proficiency in Prosthodontics, Conservative Dentistry, and Endodontics. She has worked extensively rendering community dental services through NGOs like Friends for Care and Dr. Prakash Amte’s Lok Biradari Prakalp, Hemalkasa.
Recently, she was selected as a Research Fellow to work at Showa University, Tokyo, Japan. She is a part-time Ph.D. scholar at  St. George Government Dental College, Mumbai.

She, along with her team of the orthodontist, periodontist and plastic surgeons are experts in smile makeovers and full mouth rehabilitations.
You can book your appointment with her on our app. instantly for dental pain, dental implants, root canal treatments, dentures and cosmetic dentistry.",MBBS , DNB - Ophthalmology,,,,,,True , True,,,,,,"Dr. V. M. Government Medical College, Solapur "," Aravind Eye Hospital, Madurai",,,,,,1999 , 2006,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2546,475702,Dr. Madhuri Burande Laha,,20.0,600,Kharadi,18.54665,73.936714,Hospital,Motherhood Hospital,True,"Dr. Madhuri burande laha is a gynecologist, obstetrician, and infertility specialist in kharadi, Pune and has an experience of 19 years in these field Focused on normal vaginal delivery and painless delivery [epidural analgesia  Specializes in managing high-risk pregnancy Laproscopy and hysteroscopy, Laparoscopic (keyhole or minimally invasive) and hysteroscopic diagnostic and therapeutic procedures like total laparoscopic hysterectomy, ovarian cystectomy, ectopic pregnancy surgery, endometriotic cysts, adhesiolysis. Operations through natural orifices like vagina [stichless operations], non-descent vaginal hysterctomy even for bulky uterus.Infertility treatments such as pcod management, ovulation induction, IUI. Fertility enhancing surgeries.
She was ex-consultant at Columbia Asia Hospital. 
",BAMS,,,,,,,True,,,,,,,"rajive ghandi institute, bangalore",,,,,,,2011,,,,,,,Gynecologist , Obstetrician , Laparoscopic Surgeon (Obs & Gyn) , Infertility Specialist,,,,,,,,,Gynecologist/Obstetrician , Gynecologist/Obstetrician , Gynecologist/Obstetrician , Gynecologist/Obstetrician,,,,,,,,,Doctor , Doctor , Doctor , Doctor,,,,,,,,,True , True , True , True,,,,,,,,
2547,381765,Dr. Nabanita Neogi Baidya,,16.0,400,Pimpri-Chinchwad,18.63313,73.81675,Hospital,Chavan Hospital,True,"Dr. Nabanita Neogi Baidya is one of the well-known eye specialists in Pune, practising in Pimpri. She is committed to provide comprehensive eye care by optimal balance of human intelligence and advanced technology & along with empathy, sincerity and ethics.
           After finishing her post- graduation in ophthalmology, she went on to do a long term fellowship in General Ophthalmologist from the premier Eye Institute in India- Aravind Eye Hospital, Madurai. She was awarded the prestigious International Council of Ophthalmologists (ICO) fellowship in Clinical Ophthalmology. She practised under the guidance of her mentor, Dr. kishore Pahuja, an eminent Ophthalmologist of Pune for 9 years.
           Dr. Nabanita Neogi Baidya has special interest in cataract, child eye care and glaucoma.",Masters in Clinical Psychology,,,,,,,True,,,,,,,University of Pune,,,,,,,2012,,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2548,203468,Dr. Mahavir M Modi,,20.0,600,Satara Road,18.49544,73.85845,Clinic,Modi Clinic- Excellence in Chest & ENT,True,"Dr. Mahavir modi, am a pulmonologist with work experience of more than 13 years. I am attached to ruby hall clinic as a consultant and have my own institute, by the name modi clinic located at the heart of the city near swrgate. Work is my passion and  I  have mastery over my subject. I do treat asthma, allergic respiratory diseases, copd, interstitial lung disease, tb- mdr-tb and do have facility for lung function test, interventional bronchoscopy and sleep studies.",BDS,,,,,,,True,,,,,,,Jamanlal Goenka Dental College  Hospital,,,,,,,1998,,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2549,610372,Dr. Javed Shaikh,,11.0,300,Kalewadi,18.604073,73.77873,Clinic,Orthopedic Consultation & Physiotherapy Center,True,Studied from BJ Medical college. Good in what I treat.,MBBS , DGO , DNB - Obstetrics & Gynecology,,,,,True , True , True,,,,,"government medical college, dhule "," Byramjee Jeejeebhoy Government Medical College & Sasson General Hospital, Pune "," Byramjee Jeejeebhoy Government Medical College & Sasson General Hospital, Pune",,,,,1994 , 1997 , 2000,,,,,Physiotherapist,,,,,,,,,,,,Physiotherapist,,,,,,,,,,,,Therapist,,,,,,,,,,,,True,,,,,,,,,,,
2550,344557,Dr. Nitin Date,,15.0,400,Wakad,18.59816,73.76383,Hospital,Chirayu Children's Hospital,True,"He completed his Post Graduate Pediatric training from Nair Hospital Mumbai, then took experience of Pediatric Intensive care from KEM Hospital Mumbai, later did his Fellowship in Neonatology from Ratna Memorial Hospital, Pune.
He is practicing  as Pediatrician since last 12 yrs",BDS,,,,,,,True,,,,,,,"Sharad Pawar Dental College, Sawangi, Wardha.",,,,,,,2001,,,,,,,Pediatric Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2551,616495,Dr. Prafulla Kumar Aras,,38.0,300,Pimple Saudagar,18.59347,73.79291,Clinic,Siddhivinayak Eyecare and Research Institute - SERI,True,,MBBS , Diploma in Dermatology,,,,,,True , True,,,,,,"Maharashtra Universtity of Health Sciences, Nashik "," University of Mumbai, Mumbai",,,,,,2010 , 2014,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2552,25562,Dr. Rohan R Nakhole,,11.0,200,Sinhagad Road,18.488646,73.813156,Clinic,Cosmodent Multispeciality Dental Clinic & Implant Centre,True,"Cosmodent was found by Dr.Rohan Ramesh Nakhole in 2011. He is into dentistry since 2009 and strives hard to deliver the beautiful smiles to his patients.
He has a rich experience in routine dental treatments like Root canal treatment, Fabricating Dentures, Flap surgery, Smile Designing and Cosmetic Makeovers.
Over 52 cases of Smile Designing and Full mouth rehabilitation are done by him in past three years.
Over 127 implants placed in the period from July 2017 to November 2017",BDS,,,,,,,True,,,,,,,"P.M.N.M. Dental College  Hospital, Bagalkot",,,,,,,2007,,,,,,,Psychiatrist,,,,,,,,,,,,Psychiatrist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2553,26177,Dr. Deepali Joshi,,29.0,300,Karve Nagar,18.49655,73.82209,Clinic,Implant & Dental Art Clinic,True,"Dr. Deepali Joshi says ""I am practicing since 1994. I have done the implant course at SDM college Dharwad. Also, I have completed 120 hours of fixed orthodontics at Orthotrain (Mumbai). I am a national veteran badminton player and a cyclist too. I like to trek a lot.""",BDS,,,,,,,True,,,,,,,S.M.B.T. Dental College  Hospital,,,,,,,2007,,,,,,,Pediatrician,,,,,,,,,,,,Pediatrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2554,531427,Dr. Sonal Wagh,AYUSH,12.0,500,Hadapsar,18.506857,73.937126,Clinic,Relief For You,True,"Dr. Sonal Wagh is a homoeopath in Hadapsar, Pune and has an experience of 9 years in this field. She completed BHMS from D.H.M.C Homoeopathic Medical College in 2006. Dr Sonal Wagh have been assisting Dr. Rajiv Sharangpani since last 6 years. Dr. Sonal Wagh practice micro correctional exercises for all kinds of musculoskeletal problems & Homoeopathic , Bio-chemic & Bach flower medicines for other problems.",MD - Homeopathy,,,,,,,True,,,,,,,"Kakasaheb Mhaske Homoeopathic Medical College & Hospital & Post Graduate Institute, Ahmednagar",,,,,,,1995,,,,,,,Pediatrician,,,,,,,,,,,,Pediatrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2555,338006,Ms. Preeti Parkhi,Therapist,15.0,500,Tilak Road,18.50413,73.85486,Clinic,Jagtap Clinic and Research Centre,True,,MD - Homeopathy,,,,,,,True,,,,,,,"Maharashtra Universtity of Health Sciences, Nashik",,,,,,,2009,,,,,,,Oral And MaxilloFacial Surgeon , Implantologist , Dental Surgeon,,,,,,,,,,Dentist , Dentist , Dentist,,,,,,,,,,Doctor , Doctor , Doctor,,,,,,,,,,True , True , True,,,,,,,,,
2556,467184,Dr. Megha,AYUSH,8.0,600,JM Road,18.523645,73.84817,Clinic,Arra Aesthetics,True,"Myself Dr. Megha Asawa practicing in aesthetic services of skin and hair for more than 8 years in Mumbai ,Aurangabad and Pune .",BPTh/BPT , MPTh/MPT - Musculoskeletal Physiotherapy,,,,,,True , True,,,,,,The Tamil Nadu Dr. M.G.R. Medical University (TNMGRMU) ," Vels College Of Physiotherapy,Chennai",,,,,,2008 , 2010,,,,,,Ayurveda,,,,,,,,,,,,Ayurveda,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2557,538740,Dr. Priyanka Shinde,,5.0,100,Bibvewadi,18.485811,73.8543,Clinic,D'Kraft Total Smile Care & Implant Centre,True,Passionate and Enthusiastic Dentist keen to treat patient to get rid of their dental problems. ,Bachelor in Veterinary Science and Animal Husbandary (BVSc & AH),,,,,,,True,,,,,,,Nagpur Veterinary  College,,,,,,,2008,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2558,345890,Dr. Sneha Setiya,,7.0,100,Gultekdi,18.492521,73.867096,Clinic,Impression Dental Care,True,"She has completed her BDS from Bharati Dental College and Hospital, Mumbai. She completed her MDS in Oral and Maxillofacial Surgery from Bharati Dental College And Hospital, Pune. She is been practicing in pune since 3 years. She is also attached to D.Y Patil Dental College and Hospital, Pimpri, Pune as Assistant Professor. She has many national and international publications to her name.",MD - Ayurveda Medicine , BAMS,,,,,,True , True,,,,,,"CARC Akurdi, Pune "," CARC Akurdi, Pune",,,,,,2012 , 2010,,,,,,Urologist,,,,,,,,,,,,Urologist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2559,582402,Dr. Himanshu Ajwani,,11.0,300,Koregaon Park,18.539463,73.89964,Clinic,Dr. Ajwani's Family & Cosmetic Dental Center,True,"Dr. Himanshu Ajwani completed his master's program in Periodontology and Oral Implantology and has been in private practice for 8 years. He completed Fellowship in Oral Implantology in the year 2010 with Ascendant & Biohorizons. He has undergone advanced training in Implantology and bone regenerative procedures at Boston Implant Institute, Boston, USA. Currently, he is the Managing Director at Dr. Ajwani’s Dental CenterTM, organizing Chairman of Glamdenttm, assistant professor at YCM Dental College & Hospital Ahmednagar (MUHS) & consultant implantology at Apollo White Dental Spa’s. He has lectured at various conferences & has various national and international publications to his name. He has been recipient of “Best New Dental Practice” Award, Famdent Excellence in Dentistry Awards, 2015.",BDS,,,,,,,True,,,,,,,"Government Dental College & Hospital, Mumbai",,,,,,,2010,,,,,,,Homoeopath,,,,,,,,,,,,Homoeopath,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2560,4713,Dr. Ashay Gokhale,,24.0,200,Kothrud,18.506172,73.81733,Clinic,Advanced Dental Clinic,True,,MBBS , Diploma in Child Health (DCH),,,,,,True , True,,,,,,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College , B.J. Wadia children hospital,,,,,,2003 , 2007,,,,,,ENT/ Otorhinolaryngologist ," ENT, Head and Neck Surgeon",,,,,,,,,,,Ear-Nose-Throat (ENT) Specialist , Ear-Nose-Throat (ENT) Specialist,,,,,,,,,,,Doctor , Doctor,,,,,,,,,,,True , False,,,,,,,,,,
2561,265922,Dr. Dheeraj Mishra,,17.0,0,Pimple Saudagar,18.59364,73.7924,Clinic,Vitalife Clinic,True,Complete  Ent Care Under One Roof,DNB - Radiotherapy , MBBS,,,,,,True , True,,,,,,"DNB board, New Delhi ", University of Pune,,,,,,2010 , 2003,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2562,300681,Dr. Vishal Rokade,,21.0,0,Dhankawadi,18.458147,73.8579,Hospital,Bharati Vidyapeeth Deemed University & Medical College,True,,MBBS , DNB - General Medicine,,,,,,True , True,,,,,,"Government Medical College and Hospital, Nagpur "," Government Medical College, Surat",,,,,,2003 , 2008,,,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2563,571066,Dr. Ulhas Pote,,11.0,400,Baner,18.56654,73.7693,Clinic,Synergy Spine and Orthopedic Center,True,"M.B.B.S, D.G.O, DNB(OBGY), Diploma in LAPAROSCOPY. He is a Laparoscopic / IVF consultant with experience in his fields from different parts of India and has obtained a Diploma from GERMANY in Laparoscopy. His experience is of 6 years and has been trained in his field by the Pioneers of his field both from India and outside. ",MS - Ophthalmology,,,,,,,True,,,,,,,"Bharati Vidyapeeth University, Pune",,,,,,,2013,,,,,,,Gynecologist , Obstetrician , Infertility Specialist,,,,,,,,,,Gynecologist/Obstetrician , Gynecologist/Obstetrician , Gynecologist/Obstetrician,,,,,,,,,,Doctor , Doctor , Doctor,,,,,,,,,,True , False , False,,,,,,,,,
2564,387501,Dr. Seema Joshi,,20.0,300,Shivajinagar,18.542929,73.83817,Clinic,Child Care Clinic,True, ,MBBS , DNB - Obstetrics & Gynecology,,,,,,True , True,,,,,,Maharashtra Institute of Medical Education & Research (MIMER) ," National Board of Education, New Delhi",,,,,,2009 , 2013,,,,,,Dentist,,,,,,,,,,,,Dentist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2565,351283,Dr. Prashant Khandelwal,,18.0,700,Bund Garden,18.538689,73.87987,Clinic,Dr. Prashant Khandelwal Brain And Spine Clinic,True,"Dr. Prashant S.Khandelwal Minimal Invasive Neurosurgeon (Brain & Spine), He has done Fellow – MINS, Neuroendoscopy & Endoscopic Assisted Micro Neurosurgery – Germany. Skull base Surgery, Vascular Surgery, Spine & Stereotactic Radiosurgery – Japan. 

Dr. Prashant Khandelwal is a renowned Neurosurgeon in complex Brain and Spine surgeries. He has work experience of 11 years in this speciality, after four years of experience in General surgery. He has worked with stalwarts in specialised areas of Neurosurgery. He has fellowships from Germany and Japan. He is a competent Neurosurgeon who enjoys the trust of his seniors and peers.

Dr. Khandelwal is attached to various institutes like, Jehangir Hospital, Inlaks & Budhrani Hospital, Poona Hospital, Inamdar Hospital, Columbia Asia Hospital, Rao Hospital, Hardikar Hospital Bharati Vidyapeeth Medical College, and Ruby Hall Clinic.",BDS,,,,,,,True,,,,,,,"Bharati Vidyapeeth University, Pune",,,,,,,2009,,,,,,,Gynecologist,,,,,,,,,,,,Gynecologist/Obstetrician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2566,172688,Dr. Alok Lathi,,13.0,200,Narayan Peth,18.514355,73.85006,Clinic,Lathi Dental Care,True,"University Ranker at MDS. Topper in the college and university throughout the BDS, awarded with SG Damle Gold medal in Pedodontics, HM Worth and Burket Award in Oral Medicine and Radiology. IDA Scholastic Award Holder (2003 & 2004), founder member of Nirmal Seva Sangh and Arecanut Intervention Initiative.
Nationwide paper & poster presentations done, authored articles in national and international journals, authored a compilation on Orofacial Pain. In association with Tata memorial Hospital has authored a booklet on Harms of Arecanut (supari). Awarded with best poster prize at National level Conference.	Assistant Professor at MA Rangoonwala Dental College, Pune.",MBBS , MD - Pediatrics , Diploma in Child Health (DCH) , Fellowship in Neonatology,,,,True , True , True , True,,,,"Government Medical College and Hospital, Nagpur ", King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College , College of physicians and Surgeons Mumbai , King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College,,,,2003 , 2008 , 2008 , 2013,,,,General Physician,,,,,,,,,,,,General Physician,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
2567,267384,Dr. Amol Dumbre,,10.0,500,Fatima Nagar,18.50436,73.89902,Hospital,Inamdar Multispeciality Hospital,True,"Dr Amol Dumbre is working as Oncosurgeon with Prudent International Health Clinic Kalyani Nagar, Pune.",MBBS , DO,,,,,,True , True,,,,,,"Silchar Medical College,Assam ", Assam Medical College,,,,,,2006 , 2010,,,,,,Ophthalmologist/ Eye Surgeon,,,,,,,,,,,,Ophthalmologist,,,,,,,,,,,,Doctor,,,,,,,,,,,,True,,,,,,,,,,,
